HUGO	Label	UNIPROT_KB_ID
RPS6KA2	LABEL	Q15349
RPS6KA3	LABEL	P51812
RPS6KA4	LABEL	O75676
RPS6KA5	LABEL	O75582
RPS6KA6	LABEL	Q9UK32
RPS6KB1	LABEL	P23443
RRM1	LABEL	P23921
RRM2	LABEL	P31350
RRM2B	LABEL	Q7LG56
RSL24D1	LABEL	Q9UHA3
RXRA	LABEL	P19793
RXRB	LABEL	P28702
RXRG	LABEL	P48443
RYR1	LABEL	P21817
RYR2	LABEL	Q92736
RYR3	LABEL	Q15413
S100A1	LABEL	P23297
S100A12	LABEL	P80511
S100A13	LABEL	Q99584
S100A2	LABEL	P29034
S100A4	LABEL	P26447
S100B	LABEL	P04271
S100P	LABEL	P25815
S1PR1	LABEL	P21453
S1PR2	LABEL	O95136
S1PR3	LABEL	Q99500
S1PR4	LABEL	O95977
S1PR5	LABEL	Q9H228
SAA1	LABEL	P0DJI8
SCD	LABEL	O00767
SCLY	LABEL	Q96I15
SCN10A	LABEL	Q9Y5Y9
SCN11A	LABEL	Q9UI33
SCN1A	LABEL	P35498
SCN1B	LABEL	Q07699
SCN2A	LABEL	Q99250
SCN2B	LABEL	O60939
SCN3A	LABEL	Q9NY46
SCN3B	LABEL	Q9NY72
SCN4A	LABEL	P35499
SCN4B	LABEL	Q8IWT1
SCN5A	LABEL	Q14524
SCN7A	LABEL	Q01118
SCN8A	LABEL	Q9UQD0
SCN9A	LABEL	Q15858
SCNN1A	LABEL	P37088
SCNN1B	LABEL	P51168
SCNN1D	LABEL	P51172
SCNN1G	LABEL	P51170
SDHA	LABEL	P31040
SDHB	LABEL	P21912
SDHC	LABEL	Q99643
SDHD	LABEL	O14521
SDS	LABEL	P20132
SDSL	LABEL	Q96GA7
SEC14L2	LABEL	O76054
SEC14L3	LABEL	Q9UDX4
SEC14L4	LABEL	Q9UDX3
SELE	LABEL	P16581
SELL	LABEL	P14151
SELP	LABEL	P16109
SENP2	LABEL	Q9HC62
SEPSECS	LABEL	Q9HD40
SERPINA6	LABEL	P08185
SERPINB3	LABEL	P29508
SERPINC1	LABEL	P01008
SERPIND1	LABEL	P05546
SERPINE1	LABEL	P05121
SFRP1	LABEL	Q8N474
SGK1	LABEL	O00141
SGK2	LABEL	Q9HBY8
SGK3	LABEL	Q96BR1
SGPL1	LABEL	O95470
SH2B3	LABEL	Q9UQQ2
SHBG	LABEL	P04278
SHH	LABEL	Q15465
SHMT1	LABEL	P34896
SHMT2	LABEL	P34897
SI	LABEL	P14410
SIGMAR1	LABEL	Q99720
SIK1	LABEL	P57059
SIRT1	LABEL	Q96EB6
SIRT2	LABEL	Q8IXJ6
SIRT3	LABEL	Q9NTG7
SIRT5	LABEL	Q9NXA8
SLC10A1	LABEL	Q14973
SLC10A2	LABEL	Q12908
SLC12A1	LABEL	Q13621
SLC12A2	LABEL	P55011
SLC12A3	LABEL	P55017
SLC12A4	LABEL	Q9UP95
SLC12A5	LABEL	Q9H2X9
SLC13A1	LABEL	Q9BZW2
SLC13A2	LABEL	Q13183
SLC13A3	LABEL	Q8WWT9
SLC15A1	LABEL	P46059
SLC15A2	LABEL	Q16348
SLC15A3	LABEL	Q8IY34
SLC15A4	LABEL	Q8N697
SLC16A1	LABEL	P53985
SLC16A7	LABEL	O60669
SLC18A1	LABEL	P54219
SLC18A2	LABEL	Q05940
SLC18A3	LABEL	Q16572
SLC19A1	LABEL	P41440
SLC19A2	LABEL	O60779
SLC19A3	LABEL	Q9BZV2
SLC1A1	LABEL	P43005
SLC1A2	LABEL	P43004
SLC1A3	LABEL	P43003
SLC1A4	LABEL	P43007
SLC1A5	LABEL	Q15758
SLC1A6	LABEL	P48664
SLC1A7	LABEL	O00341
SLC22A11	LABEL	Q9NSA0
SLC22A12	LABEL	Q96S37
SLC22A6	LABEL	Q4U2R8
SLC22A8	LABEL	Q8TCC7
SLC23A1	LABEL	Q9UHI7
SLC23A2	LABEL	Q9UGH3
SLC25A10	LABEL	Q9UBX3
SLC25A12	LABEL	O75746
SLC25A13	LABEL	Q9UJS0
SLC25A18	LABEL	Q9H1K4
SLC25A22	LABEL	Q9H936
SLC25A4	LABEL	P12235
SLC25A5	LABEL	P05141
SLC25A6	LABEL	P12236
SLC29A1	LABEL	Q99808
SLC29A4	LABEL	Q7RTT9
SLC2A1	LABEL	P11166
SLC2A2	LABEL	P11168
SLC2A3	LABEL	P11169
SLC2A4	LABEL	P14672
SLC32A1	LABEL	Q9H598
SLC36A1	LABEL	Q7Z2H8
SLC36A2	LABEL	Q495M3
SLC37A4	LABEL	O43826
SLC38A3	LABEL	Q99624
SLC38A5	LABEL	Q8WUX1
SLC3A1	LABEL	Q07837
SLC46A1	LABEL	Q96NT5
SLC47A1	LABEL	Q96FL8
SLC47A2	LABEL	Q86VL8
SLC52A2	LABEL	Q9HAB3
SLC5A1	LABEL	P13866
SLC5A11	LABEL	Q8WWX8
SLC5A2	LABEL	P31639
SLC5A3	LABEL	P53794
SLC5A6	LABEL	Q9Y289
SLC5A8	LABEL	Q8N695
SLC6A1	LABEL	P30531
SLC6A11	LABEL	P48066
SLC6A12	LABEL	P48065
SLC6A13	LABEL	Q9NSD5
SLC6A14	LABEL	Q9UN76
SLC6A2	LABEL	P23975
SLC6A3	LABEL	Q01959
SLC6A4	LABEL	P31645
SLC6A5	LABEL	Q9Y345
SLC6A7	LABEL	Q99884
SLC6A8	LABEL	P48029
SLC6A9	LABEL	P48067
SLC7A1	LABEL	P30825
SLC7A11	LABEL	Q9UPY5
SLC7A2	LABEL	P52569
SLC7A3	LABEL	Q8WY07
SLC7A4	LABEL	O43246
SLC7A8	LABEL	Q9UHI5
SLC7A9	LABEL	P82251
SLC8A1	LABEL	P32418
SLC9A1	LABEL	P19634
SLCO1A2	LABEL	P46721
SLCO1B1	LABEL	Q9Y6L6
SLCO1B3	LABEL	Q9NPD5
SLCO1C1	LABEL	Q9NYB5
SLCO2B1	LABEL	O94956
SLK	LABEL	Q9H2G2
SMAD2	LABEL	Q15796
SMAD3	LABEL	P84022
SMARCA4	LABEL	P51532
SMN1	LABEL	Q16637
SMO	LABEL	Q99835
SMOX	LABEL	Q9NWM0
SMPD1	LABEL	P17405
SMS	LABEL	P52788
SMURF2	LABEL	Q9HAU4
SMYD2	LABEL	Q9NRG4
SNCA	LABEL	P37840
SOAT1	LABEL	P35610
SOAT2	LABEL	O75908
SOD1	LABEL	P00441
SOD2	LABEL	P04179
SORD	LABEL	Q00796
SORT1	LABEL	Q99523
SPHK1	LABEL	Q9NYA1
SPHK2	LABEL	Q9NRA0
SPIRE2	LABEL	Q8WWL2
SPTLC1	LABEL	O15269
SPTLC2	LABEL	O15270
SPTLC3	LABEL	Q9NUV7
SQLE	LABEL	Q14534
SRC	LABEL	P12931
SRD5A1	LABEL	P18405
SRD5A2	LABEL	P31213
SRD5A3	LABEL	Q9H8P0
SRF	LABEL	P11831
SRMS	LABEL	Q9H3Y6
SRPK1	LABEL	Q96SB4
SRPK2	LABEL	P78362
SRR	LABEL	Q9GZT4
SST	LABEL	P61278
SSTR1	LABEL	P30872
SSTR2	LABEL	P30874
SSTR3	LABEL	P32745
SSTR4	LABEL	P31391
SSTR5	LABEL	P35346
STAT1	LABEL	P42224
STAT3	LABEL	P40763
STAT5B	LABEL	P51692
STK10	LABEL	O94804
STK17A	LABEL	Q9UEE5
STK17B	LABEL	O94768
STK24	LABEL	Q9Y6E0
STK33	LABEL	Q9BYT3
STK4	LABEL	Q13043
STS	LABEL	P08842
SUCLA2	LABEL	Q9P2R7
SUCLG1	LABEL	P53597
SUCLG2	LABEL	Q96I99
SUCNR1	LABEL	Q9BXA5
SULT1E1	LABEL	P49888
SULT2A1	LABEL	Q06520
SULT2B1	LABEL	O00204
SV2A	LABEL	Q7L0J3
SYK	LABEL	P43405
TAAR1	LABEL	Q96RJ0
TAC1	LABEL	P20366
TACC3	LABEL	Q9Y6A5
TACR1	LABEL	P25103
TACR2	LABEL	P21452
TACR3	LABEL	P29371
TAOK2	LABEL	Q9UL54
TARS	LABEL	P26639
TARS2	LABEL	Q9BW92
TAS1R2	LABEL	Q8TE23
TAT	LABEL	P17735
TBXA2R	LABEL	P21731
TBXAS1	LABEL	P24557
TCF4	LABEL	P15884
TEK	LABEL	Q02763
TERT	LABEL	O14746
TFF2	LABEL	Q03403
TGFB1	LABEL	P01137
TGFBR1	LABEL	P36897
TGFBR2	LABEL	P37173
TGM2	LABEL	P21980
TH	LABEL	P07101
THNSL1	LABEL	Q8IYQ7
THRA	LABEL	P10827
THRB	LABEL	P10828
TIMP3	LABEL	P35625
TK2	LABEL	O00142
TLR1	LABEL	Q15399
TLR2	LABEL	O60603
TLR3	LABEL	O15455
TLR4	LABEL	O00206
TLR7	LABEL	Q9NYK1
TLR8	LABEL	Q9NR97
TLR9	LABEL	Q9NR96
TMLHE	LABEL	Q9NVH6
TNF	LABEL	P01375
TNFSF10	LABEL	P50591
TNFSF13B	LABEL	Q9Y275
TNK1	LABEL	Q13470
TNK2	LABEL	Q07912
TNKS	LABEL	O95271
TNKS2	LABEL	Q9H2K2
TNNC1	LABEL	P63316
TOP1	LABEL	P11387
TOP1MT	LABEL	Q969P6
TOP2A	LABEL	P11388
TOP2B	LABEL	Q02880
TP53	LABEL	P04637
TPH1	LABEL	P17752
TPH2	LABEL	Q8IWU9
TPK1	LABEL	Q9H3S4
TPMT	LABEL	P51580
TPO	LABEL	P07202
TPP2	LABEL	P29144
TPSAB1	LABEL	Q15661
TRAC	LABEL	P01848
TRBC1	LABEL	P01850
TRDMT1	LABEL	O14717
TRHR	LABEL	P34981
TRIO	LABEL	O75962
TRPA1	LABEL	O75762
TRPC1	LABEL	P48995
TRPC3	LABEL	Q13507
TRPC4	LABEL	Q9UBN4
TRPC5	LABEL	Q9UL62
TRPC6	LABEL	Q9Y210
TRPC7	LABEL	Q9HCX4
TRPM2	LABEL	O94759
TRPM3	LABEL	Q9HCF6
TRPM4	LABEL	Q8TD43
TRPM5	LABEL	Q9NZQ8
TRPM6	LABEL	Q9BX84
TRPM7	LABEL	Q96QT4
TRPM8	LABEL	Q7Z2W7
TRPV1	LABEL	Q8NER1
TRPV2	LABEL	Q9Y5S1
TRPV3	LABEL	Q8NET8
TRPV4	LABEL	Q9HBA0
TRPV5	LABEL	Q9NQA5
TRPV6	LABEL	Q9H1D0
TSPO	LABEL	P30536
TSSK1B	LABEL	Q9BXA7
TSTA3	LABEL	Q13630
TTK	LABEL	P33981
TTR	LABEL	P02766
TUBA1A	LABEL	Q71U36
TUBA1B	LABEL	P68363
TUBA1C	LABEL	Q9BQE3
TUBA3C	LABEL	P0DPH7
TUBA3D	LABEL	P0DPH8
TUBA3E	LABEL	Q6PEY2
TUBA4A	LABEL	P68366
TUBB	LABEL	P07437
TUBB1	LABEL	Q9H4B7
TUBB2A	LABEL	Q13885
TUBB2B	LABEL	Q9BVA1
TUBB3	LABEL	Q13509
TUBB4A	LABEL	P04350
TUBB4B	LABEL	P68371
TUBB6	LABEL	Q9BUF5
TUBB8	LABEL	Q3ZCM7
TUBD1	LABEL	Q9UJT1
TUBE1	LABEL	Q9UJT0
TUBG1	LABEL	P23258
TXK	LABEL	P42681
TXN	LABEL	P10599
TXNDC12	LABEL	O95881
TXNRD1	LABEL	Q16881
TYK2	LABEL	P29597
TYMP	LABEL	P19971
TYMS	LABEL	P04818
TYR	LABEL	P14679
TYRO3	LABEL	Q06418
UBA3	LABEL	Q8TBC4
UBE2N	LABEL	P61088
UCHL5	LABEL	Q9Y5K5
UCK2	LABEL	Q9BZX2
UCKL1	LABEL	Q9NWZ5
UCP1	LABEL	P25874
UCP2	LABEL	P55851
UCP3	LABEL	P55916
UGCG	LABEL	Q16739
UGDH	LABEL	O60701
UGT1A1	LABEL	P22309
UGT1A6	LABEL	P19224
UGT1A9	LABEL	O60656
UGT3A1	LABEL	Q6NUS8
USP1	LABEL	O94782
USP10	LABEL	Q14694
USP13	LABEL	Q92995
USP14	LABEL	P54578
USP2	LABEL	O75604
USP7	LABEL	Q93009
USP9X	LABEL	Q93008
UTRN	LABEL	P46939
UTS2R	LABEL	Q9UKP6
VCAM1	LABEL	P19320
VCAN	LABEL	P13611
VCP	LABEL	P55072
VDAC2	LABEL	P45880
VDR	LABEL	P11473
VEGFA	LABEL	P15692
VKORC1	LABEL	Q9BQB6
VKORC1L1	LABEL	Q8N0U8
VWF	LABEL	P04275
WARS	LABEL	P23381
WARS2	LABEL	Q9UGM6
WASL	LABEL	O00401
WDR5	LABEL	P61964
WEE1	LABEL	P30291
WNT5A	LABEL	P41221
WWP1	LABEL	Q9H0M0
XDH	LABEL	P47989
XIAP	LABEL	P98170
XPO1	LABEL	O14980
YARS	LABEL	P54577
YARS2	LABEL	Q9Y2Z4
YES1	LABEL	P07947
ZACN	LABEL	Q401N2
ZNF215	LABEL	Q9UL58
